Location,Area,No. of Bedrooms,Price
Sector12 Kamothe,1700,3,16000000
Sector 18 Kamothe,1420,3,10500000
Sector 19 Kharghar,1100,2,7600000
Sector 20 Kharghar,1080,2,7400000
Sector 20 Kharghar,1080,2,7000000
Sector 22 Kamothe,410,1,3200000
Sector 20 Kharghar,650,1,5000000
Sector 10,925,2,6400000
Sector 20 Kharghar,1200,3,8500000
Sector 19 Kamothe,1160,2,8700000
Panvel,1005,2,8200000
Kamothe,1255,2,6500000
Sector 20 Kamothe,1256,2,8300000
Goregaon West,1500,3,21500000
Lower Parel,5476,5,360000000
Tilak Nagar,1150,2,18500000
Kamothe,1236,2,9350000
Kamothe,1700,3,10000000
Kamothe,1003,2,7000000
Kamothe,1000,2,5800000
Kamothe,653,1,4800000
Kamothe,1575,3,11000000
Kamothe,1089,2,8500000
Vasai,1296,2,48000000
Ghatkopar West,2014,3,72500000
Tardeo,1503,2,70000000
Thane West,1903,4,175000000
Napeansea Road,1376,3,86500000
Worli,3600,4,120000000
Mahalaxmi,1706,3,75000000
Nala Sopara,686,1,2600000
Ulwe,650,1,4500000
Palm Beach,1175,2,16500000
Mira Road East,661,1,4800000
Goregaon West,1500,3,21500000
Lower Parel,5476,5,360000000
Tilak Nagar,1150,2,18500000
Thane West,1005,2,9000000
Kalyan West,1220,3,7500000
Borivali East,600,1,11000000
Borivali East,1189,3,22500000
Dahisar West,1000,2,14500000
Nerul,1100,2,14500000
Nerul,1100,2,13000000
Nerul,650,1,6500000
Kandivali East,400,1,7000000
Sector-3 Ulwe,1055,2,7800000
Sector-3 Ulwe,710,1,5100000
Mulund West,417,1,9000000
Natakwala Lane,999,2,17000000
Borivali East,1080,2,21500000
Kandivali West,1300,3,32000000
Taloja,1100,2,5300000
Taloja,738,1,3800000
Link Road,900,2,16000000
Borivali East,1500,3,23000000
Borivali West,900,2,16299999
Devidas Cross Lane,800,2,13899999
Soniwadi Road,900,2,21000000
Haridas Nagar,900,2,20000000
Shimpoli,900,2,21000000
TPS Road,1200,3,18500000
Off Shimpoli road,900,2,20500000
Wadala,510,1,12500000
Wadala,1735,3,40000000
Borivali West,670,1,11000000
Mahalaxmi,2710,3,150000000
Worli,800,1,19500000
Lower Parel,1388,2,55000000
Worli,1100,2,45000000
Worli,3638,4,400000000
Worli,1700,3,70000000
Prabhadevi,1700,3,85000000
Kandivali East,2450,4,35000000
Kandivali East,1165,3,18000000
Kharghar,1025,2,11200000
Rustomjee Global City,450,1,3100000
Sunil Nagar,900,2,7500000
Sector 30 Kharghar,603,1,4500000
Sector 19 Kharghar,1340,2,13500000
Sector 10,1550,2,16000000
Sector 10,1160,2,11000000
Sector 20 Kharghar,650,1,6500000
Sector 20 Kharghar,610,1,5600000
Sector 10,860,1,7200000
Sector 20 Kharghar,640,1,5500000
Sector 15 Kharghar,560,1,6000000
Sector 12 A,1260,2,13200000
Sector 19 Kharghar,850,1,6000000
Sector 18,1095,2,11500000
Sector 18,1500,3,15000000
Sector13 Khanda Colony,500,1,5000000
Sector 19 Kharghar,635,1,5600000
Sector16 Airoli,610,1,4600000
Ranjanpada,1065,2,9500000
Sector 15,1251,2,12700000
Sector 35G,1065,2,9500000
Sector 18,1320,2,14000000
Sector 5,1136,2,10500000
Sector 10,1125,2,9900000
Sector 19 Kharghar,1098,2,10000000
Sector 20 Kharghar,1300,2,13000000
Sector 35I Kharghar,735,1,7800000
Sector35D Kharghar,640,1,4200000
Sector 35I Kharghar,1090,2,9800000
Sector 30 Kharghar,800,1,4500000
Sector 12 Kharghar,1300,3,15000000
Sector 20 Kharghar,560,1,5300000
Sector 20 Kharghar,1400,3,16000000
Sector 20 Kharghar,1117,2,11100000
Sector 15,1125,2,12700000
Sector35D Kharghar,675,1,6000000
Sector 20 Kharghar,1100,2,11000000
Sector34 A Kharghar,650,1,5000000
Sector 19 Kharghar,675,1,6500000
Sector16 Airoli,450,1,5500000
Sector 20 Kharghar,1300,2,13000000
Sector 20 Kharghar,640,1,5500000
Sector 10,860,1,7200000
Sector 15,560,1,6000000
Sector 30,650,1,5500000
Sector 35G,1075,2,10500000
Sector 35I Kharghar,735,1,7000000
Sector 36 Kharghar,600,1,4600000
Sector 20 Kharghar,1000,2,8000000
Sector 10,1070,2,10600000
Sector 11 Belapur,1182,2,11500000
Sector 20 Kharghar,911,2,10500000
Sector 20 Kharghar,1117,2,11100000
Sector 15 Kharghar,1125,2,12700000
Sector-34B Kharghar,1025,2,9900000
Dombivali East,555,1,3800000
Dombivali East,600,1,3600000
Dombivali East,550,1,3700000
Dombivali East,600,1,3000000
Dombivali East,950,3,7600000
Sector16 Airoli,610,1,4600000
Ranjanpada,1065,2,9500000
Sector 15,1251,2,12700000
Sector 35G,1065,2,9500000
Sector 18,1320,2,14000000
Sector 5,1136,2,10500000
Sector 10,1125,2,9900000
Sector 19 Kharghar,1098,2,10000000
Sector 20 Kharghar,1300,2,13000000
Sector 35I Kharghar,735,1,7800000
Sector35D Kharghar,640,1,4200000
Sector 35I Kharghar,1090,2,9800000
Sector 30 Kharghar,800,1,4500000
Sector 12 Kharghar,1300,3,15000000
Sector 20 Kharghar,560,1,5300000
Sector 20 Kharghar,1400,3,16000000
Sector 20 Kharghar,1117,2,11100000
Sector 15,1125,2,12700000
Sector35D Kharghar,675,1,6000000
Sector 20 Kharghar,1100,2,11000000
Sector 10,860,1,7200000
Sector 15,560,1,6000000
Sector 30,650,1,5500000
Sector 35G,1075,2,10500000
Sector 35I Kharghar,735,1,7000000
Sector 36 Kharghar,600,1,4600000
Sector 20 Kharghar,1000,2,8000000
Sector 10,1070,2,10600000
Sector 11 Belapur,1182,2,11500000
Sector 20 Kharghar,911,2,10500000
Sector 20 Kharghar,1117,2,11100000
Sector 15 Kharghar,1125,2,12700000
Sector-34B Kharghar,1025,2,9900000
Dombivali East,555,1,3800000
Dombivali East,600,1,3600000
Dombivali East,550,1,3700000
Dombivali East,600,1,3000000
Dombivali East,950,3,7600000
Kandivali West,1472,3,33000000
Virar East,370,1,2100000
Nerul,715,1,8000000
Roadpali,1771,3,21000000
Goregaon West,1650,3,25500000
Sector-50 Seawoods,1650,3,16000000
Napeansea Road,1340,3,112500000
Ulwe,690,1,5500000
Borivali West,816,2,13000000
Mumbai Highway,810,2,8000000
Sector 36 Kharghar,1000,2,8500000
Sector 18 Kharghar,1250,2,14500000
Thane West,473,1,6990000
Sector 36 Kharghar,1000,2,8500000
Sector 18 Kharghar,1016,2,14000000
Mumbai Highway,785,2,10000000
Sector 18 Kharghar,1290,2,13000000
Sector 35I Kharghar,1227,2,11500000
Sector 7 Kharghar,1630,3,17500000
Sector 18 Kharghar,1200,2,14000000
Sector 18 Kharghar,1200,2,14000000
Mumbai Highway,1500,3,19000000
Worli,1700,3,70000000
Prabhadevi,1700,3,85000000
Worli,2000,3,85000000
Prabhadevi,1700,3,85000000
Kandivali East,525,1,8200000
Borivali West,540,1,12000000
Panvel,525,1,2800000
Ghatkopar,1350,3,29000000
Kharghar,1131,2,11000000
Kharghar,1400,3,9500000
Kharghar,800,2,6500000
Kharghar,500,1,3700000
Lokhandwala Township,900,2,10500000
Andheri East,1050,2,12000000
Andheri,1225,3,8500000
Andheri,1100,2,18000000
Goregaon East,1400,3,25000000
Andheri,1000,2,14000000
Andheri,1480,3,30000000
Kharghar,1150,2,9500000
Kharghar,1150,2,9900000
Kharghar,1700,3,18500000
Kharghar,1015,2,8200000
Kharghar,1150,2,9300000
Kharghar,750,1,5800000
Kharghar,1800,3,14200000
Kharghar,1605,3,15500000
Kharghar,1040,2,7900000
Kharghar,1580,3,10500000
Kharghar,1255,2,11000000
Kharghar,660,1,5300000
Kharghar,1580,3,10100000
Kharghar,1100,2,10000000
Kharghar,1150,2,13000000
Panvel,1133,2,11399999
Borivali East,1423,3,31500000
Malad West,1500,3,23300000
Andheri West,3300,4,110000000
Chembur,440,1,10000000
Sector 20 Kamothe,475,1,3500000
Malad West,750,1,9200000
Shastri Nagar,1050,3,29000000
Wadala East Wadala,2200,3,56000000
Parel,600,1,15500000
Thane West,640,1,8000000
Thane West,657,1,7200000
Thane West,550,1,7500000
Thane West,1309,3,18000000
Kharghar,1850,3,16200000
Wadala East Wadala,680,1,15500000
Wadala East Wadala,880,2,15000000
Wadala East Wadala,880,2,15000000
Wadala East Wadala,690,1,14000000
Wadala East Wadala,950,1,13500000
Haridas Nagar,925,3,23000000
Kalwa,650,1,7500000
PARSIK NAGAR,990,2,9000000
Maharashtra Nagar,610,1,6500000
Pant Nagar,806,2,8000000
Patlipada,1050,2,19000000
Wadala East Wadala,880,2,15000000
Wadala East Wadala,880,2,15000000
Wadala East Wadala,690,1,14000000
Wadala East Wadala,950,1,13500000
Wadala East Wadala,2200,3,56000000
Haridas Nagar,925,3,23000000
Andheri East,655,2,11100000
Santacruz West,1144,3,52500000
mumbai,1200,2,9500000
Belapur,1050,2,13500000
Belapur,1335,2,18000000
Sector-12 Kamothe,1150,2,12600000
Sector-12 Kamothe,1150,2,12600000
Sector-12 Kamothe,1150,2,12600000
Nerul,2120,3,38000000
Sector 12 Kharghar,1150,2,12600000
Nerul,1950,3,25000000
Seawoods,1150,2,17100000
Seawoods,1100,2,17100000
Parel,2670,5,92500000
Thane West,560,1,7500000
Majiwada,1166,2,16500000
Kalwa,650,1,7500000
PARSIK NAGAR,990,2,9000000
Maharashtra Nagar,610,1,6500000
Pant Nagar,806,2,8000000
Patlipada,1050,2,19000000
Kalwa,650,1,7500000
Kalwa,600,1,5500000
Kalwa,580,1,5500000
Kalwa,630,1,5600000
Kalwa,620,1,6000000
Kalwa,1056,2,9500000
4 Bunglows,675,2,18000000
mumbai,730,2,28000000
mumbai,2000,6,70000000
Andheri,650,1,17500000
Airoli,400,1,6200000
Airoli,1000,2,9500000
Kolshet Road,675,2,12200000
Kolshet Road,674,2,12400000
Thane West,1733,3,28400000
Kolshet Road,673,2,12400000
Kolshet Road,690,2,12100000
Thane West,1733,4,28400000
Sector 10 Khanda Colony,1530,3,14000000
Pokharan Road,768,2,13200000
Kharegaon,488,1,6656000
Kalwa,711,2,9750000
Kalwa,560,1,5300000
Kalyan,7000,6,50000000
Pokhran 2,768,2,13200000
Kalwa,488,1,6656000
Kalwa,711,2,9750000
Panch Pakhadi,448,1,7000000
Panch Pakhadi,971,2,15000000
Kalwa,560,1,5300000
Kalwa,770,2,9250000
Kalwa,1145,2,20099999
Thane West,1250,3,16500000
Seawoods,1100,2,17100000
Chembur,1005,2,9500000
Chembur,757,1,7500000
Chembur East,1005,2,9500000
Chembur East,757,1,7500000
Ghatkopar,957,2,12000000
Goregaon,2195,3,37500000
Goregaon,2195,3,41500000
Goregaon,3230,4,48000000
Jogeshwari West,750,2,16500000
Jogeshwari West,750,1,10000000
Jogeshwari West,750,1,8500000
Jogeshwari West,750,2,16000000
Jogeshwari West,585,1,8500000
Jogeshwari West,750,1,10500000
Jogeshwari West,750,1,11000000
Thane West,1650,3,24500000
Goregaon East,900,2,11299999
Mira Road East,620,1,5700000
Malad West,935,2,13200000
Powai Lake,885,2,4700000
MHADA Colony 20,885,2,4600000
Powai Lake,700,1,2900000
Wadala East Wadala,958,2,24800000
Andheri West,997,2,28500000
Goregaon West,546,1,10000000
Karanjade,1015,2,5900000
Sector 36 Kamothe,600,1,4800000
Andheri West,1950,3,55000000
Dombivli (West),480,1,2300000
DN Nagar Road,600,1,13600000
DN Nagar Road,600,1,13600000
Godrej Hill,534,2,5200000
Ganesh Nagar,730,2,21000000
Godrej Hill,342,1,3300000
Haware City,902,2,5545000
Haware City,902,2,5556000
Haware City,1149,3,7311000
Mahatma Gandhi Road,1250,3,24000000
Akurli Nagar,448,1,11399999
Kasar vadavali,1149,3,7300000
Vasai West,935,2,6000000
Vasai,650,2,4500000
Mira Road East,655,1,6200000
Mira Road East,645,1,4500000
Malad East,1280,2,21000000
Malad East,1280,2,21500000
Sector 17 Ulwe,665,1,4400000
Badlapur West,620,1,2399000
Nala Sopara,600,1,2650000
Mira Road East,440,1,3700000
Mira Road East,245,1,2100000
Mira Road East,440,1,3700000
Mira Road East,440,1,3700000
Mira Road East,440,1,3700000
Kandivali East,745,2,12500000
Mumbai Nashik Expressway,457,1,4500000
Shirgaon,400,1,2200000
Katrap,612,2,3300000
Mira Road East,440,1,3700000
Mumbai Nashik Expressway,457,1,4500000
Shirgaon,400,1,2200000
Katrap,612,2,3300000
Chembur,800,2,15000000
Chembur,878,1,12500000
Kurla,1077,2,14000000
Nahur,1650,3,33000000
Ambernath East,690,1,2300000
Mulund West,1960,3,29000000
Kalwa,1000,2,8500000
Thane West,575,1,6000000
Lower Parel,2500,3,60000000
Samata Nagar Thakur Village,1800,3,33000000
Samata Nagar Thakur Village,1835,3,35000000
Kandivali East,1667,3,33000000
thakur village kandivali east,1300,3,24500000
Dombivali East,530,1,3467000
Bhandup West,800,2,14000000
Mira Road East,780,2,7000000
Kandivali East,400,1,6400000
Mira Road,650,1,6000000
Bhandup West,550,2,9000000
Mira Road East,800,2,6370000
Kasheli,780,2,3310000
Kasheli,655,2,2770000
Kasheli,630,1,2670000
Kasheli,495,1,2110000
Western Express Highway Kandivali East,1265,2,23000000
Bandra West,850,2,25000000
Seawoods,900,2,14000000
Kharegaon,425,1,3700000
Kharegaon,400,1,2000000
Kharegaon,450,1,2200000
Tardeo,3000,4,200000000
Goregaon East,545,1,4600000
Goregaon East,340,1,3000000
Vasind,540,1,2000000
KASHELI,560,1,2400000
Thakurli,750,1,6300000
Shakti Nagar,550,1,7600000
Bhayandar East,360,1,2600000
Kandivali West,340,1,3800000
Ulwe,1190,2,10500000
Kharghar,1235,2,13500000
Kandivali West,1129,2,21000000
Kandivali West,839,2,16500000
Borivali East,600,1,10000000
Borivali East,600,1,11000000
Thane West,846,2,8100000
Andheri,3025,4,65300000
Andheri,1295,3,38700000
Sanpada,3465,4,51500000
Dahisar East,566,1,6500000
Ghatkopar,1527,3,22000000
Ghatkopar,1188,2,17500000
Ghatkopar West,1188,2,17500000
Goregaon,1012,2,12600000
Goregaon,1950,3,32000000
Malad East,670,1,8000000
Mira Road,1944,4,16000000
Mira Road,972,2,8000000
Mira Road East,1944,4,16000000
Mira Road East,972,2,8100000
Kharghar,1050,2,10200000
Kharghar,1235,2,13500000
Kharghar,1440,3,14200000
Kharghar,612,1,5300000
Kharghar,676,1,5500000
Kharghar,650,1,5500000
Kharghar,1600,3,16000000
Kharghar,650,1,4300000
Kharghar,1050,2,7500000
Kharghar,1150,2,8000000
Kharghar,850,2,7500000
Kharghar,1085,2,7500000
Kharghar,2950,4,30000000
Kharghar,560,1,5500000
Kharghar,1050,2,8000000
Kharghar,700,1,6000000
Kharghar,650,1,4500000
Kharghar,649,1,5500000
Kharghar,660,1,5500000
Kharghar,1600,3,14800000
Kharghar,1150,2,11800000
Kharghar,1760,3,13600000
Kharghar,650,1,5700000
Kharghar,650,1,5700000
Kharghar,750,1,6500000
Kharghar,630,1,4200000
Kharghar,650,1,5700000
Kharghar,540,1,4800000
Kharghar,2355,4,30000000
Kharghar,2250,4,21000000
Panvel,687,1,5300000
Panvel,850,2,6300000
ulhasnagar 4,1000,2,2050000
Kandivali East,2415,4,31500000
Kandivali East,2415,4,30500000
Kandivali East,2415,4,31500000
Mira Road East,450,1,4500000
Malad East,1250,2,20000000
Kandivali East,1530,3,22000000
Mira Road East,1340,3,10000000
Mira Road East,1340,3,11500000
Mira Road East,850,2,6300000
Mira Road East,1340,3,10000000
Mira Road East,965,2,8009999
Mira Road East,965,2,8400000
Mira Road East,965,2,7430000
Borivali East,1560,3,21400000
Goregaon West,1505,3,25700000
Sector-26 Taloja,450,1,2100000
Koproli,670,1,3300000
Worli,1450,3,62000000
Virar East,540,1,2500000
Belapur,1267,3,19000000
Airoli,1245,2,14900000
Airoli,1183,2,14000000
Badlapur West,670,1,3500000
mumbai,1000,2,3500000
mumbai,400,2,3500000
Roadpali,500,1,2005000
mumbai,595,1,2011000
mumbai,597,1,2014999
mumbai,598,1,2021000
mumbai,600,1,2100000
Mumbai Central,625,1,2116000
mumbai,630,1,13000000
Chembur,650,1,13000000
Chembur,900,2,37000000
Chembur,2300,3,19900000
Chembur,1100,2,32100000
Chembur,1400,3,15000000
Chembur,1016,2,15000000
Chembur,1016,2,12700000
Chembur East,585,1,31000000
Chembur,1550,3,32100000
Chembur East,1550,3,18200000
Chembur East,1050,2,11000000
Chembur,585,1,24500000
Chembur East,1120,2,12200000
Chembur,632,1,17500000
Chembur,1050,2,20500000
Chembur,1060,2,39600000
Chembur East,1485,3,19000000
Chembur East,1150,2,12000000
Chembur East,675,1,10700000
Chembur East,675,1,32599999
Chembur,1600,3,18900000
Chembur,1091,2,9500000
Chembur,585,1,9200000
Chembur,620,1,11200000
Chembur,725,1,6000000
mumbai,2700,4,16800000
Mulund,1180,2,16500000
Mulund,1180,2,18000000
Mulund,1180,2,16800000
Mulund,1180,2,16500000
Mulund,1180,2,11200000
Chembur,725,1,6000000
mumbai,2700,4,16800000
Mulund,1180,2,16500000
Mulund,1180,2,18000000
Mulund,1180,2,16800000
Mulund,1180,2,16500000
Mulund,1180,2,21900000
Mulund,1412,3,3200000
Greater Khanda,410,1,23500000
link road borivali west,1300,2,7500000
Borivali West,495,1,15000000
Manpada,1450,3,220000000
Andheri West,7600,5,3500000
Kalyan East,550,1,12500000
Thane West,880,2,16800000
Andheri East,922,2,17500000
Andheri East,1050,1,16500000
Andheri East,1020,1,14800000
Andheri East,915,2,15000000
Andheri East,915,2,18000000
Andheri East,1020,2,4500000
Sector12 Kamothe,620,1,16000000
Kharghar,1515,3,7600000
Sector 2 Ulwe,1055,2,28000000
Kharghar,4000,5,11100000
Sector 17 Ulwe,1245,2,10500000
Sector9 Kamothe,1165,2,11299999
Govind nagar,750,2,8600000
Malad East,608,1,8600000
Malad East,550,1,16000000
Krishanlal Marwah Marg,890,2,21000000
Andheri,620,2,24000000
Andheri,1000,2,8725000
Sector-9 Ulwe,1135,2,31500000
Vikhroli,1010,2,42500000
Parel,1200,2,4700000
Taloja,1005,2,4500000
Taloja,980,2,3200000
Taloja,680,1,3500000
Taloja,710,1,3300000
Taloja,690,1,4000000
Taloja,715,1,3500000
Taloja,700,1,3350000
Taloja,670,1,2650000
Taloja,560,1,2300000
Taloja,445,1,2600000
Taloja,560,1,5700000
Taloja,1060,2,5800000
Taloja,1064,2,6000000
Taloja,1070,2,5200000
Taloja,995,2,4900000
Taloja,985,2,3800000
Petali,675,1,4000000
Taloja,665,1,3700000
Taloja,680,1,2300000
Virar West,575,1,3500000
Virar West,975,2,3720000
Virar West,930,2,4200000
Virar West,750,2,3500000
Virar West,570,1,28000000
Kharghar,4000,5,11100000
Sector 17 Ulwe,1245,2,10500000
Sector9 Kamothe,1165,2,11299999
Govind nagar,750,2,8600000
Malad East,608,1,8600000
Malad East,550,1,15000000
Kalamboli,2150,3,18000000
Dahisar,1069,2,15000000
Dahisar,686,2,24000000
Andheri West,1000,2,21000000
Andheri,620,2,24000000
Andheri,1000,2,8725000
Sector-9 Ulwe,1135,2,31500000
Vikhroli,1010,2,42500000
Parel,1200,2,4700000
Taloja,1005,2,4500000
Taloja,980,2,3200000
Taloja,680,1,3500000
Taloja,710,1,3300000
Taloja,690,1,14000000
Andheri East,650,2,14700000
Vikhroli,1000,2,6800000
Thane West,740,1,16000000
Dombivali,2115,3,10000000
Dombivali,1595,2,90000000
Ghatkopar West,5150,3,10500000
Dombivali,1503,2,11700000
Thane West,1150,2,5300000
Thane West,650,1,7500000
Greater Khanda,1050,2,9800000
Mulund West,585,1,43700000
Chembur,1950,3,63000000
Chembur,2700,4,29000000
Chembur East,1350,3,37000000
Deonar,1426,3,3800000
Lokhandwala,930,2,11500000
Patel Nagar,650,1,6000000
Ulwe,690,1,7800000
Ulwe,1000,2,8200000
Ulwe,1090,2,16200000
Chembur,1050,2,12900000
Chembur,666,1,11500000
Chembur,600,1,18500000
Chembur,1000,2,17500000
Chembur,1070,2,10200000
Chembur,695,1,14100000
Chembur,625,1,27000000
Andheri West,1361,2,31200000
Andheri West,1470,3,15000000
Kalamboli,2150,3,18000000
Dahisar,1069,2,15000000
Dahisar,686,2,24000000
Andheri West,1000,2,12500000
Chembur,765,1,39900000
Ghatkopar East,1556,3,11500000
Chembur,1200,2,40000000
Chembur East,1850,3,22200000
Chembur East,1270,2,19500000
Chembur East,1073,2,16500000
Chembur East,1250,2,14000000
Chembur,775,1,20200000
Chembur,1252,2,11200000
Chembur,700,1,15500000
Kharghar,2000,3,2625000
Badlapur,675,1,22000000
Jankalyan Nagar,1300,3,100000000
Yari Road,2320,5,145000000
Yari Road,3320,5,6200000
Kamothe,900,2,7900000
Kamothe,1065,2,6900000
Sector 17 Ulwe,850,2,4400000
Kamothe,610,1,5700000
Kamothe,670,1,4000000
Sector 17 Ulwe,600,2,6350000
Kamothe,900,2,4500000
Kamothe,610,2,6700000
Kamothe,980,2,4400000
Thakur complex,610,1,65000000
Wadala,2695,4,3200000
Naigaon East,510,1,2400000
Naigaon East,565,1,6500000
Mira Road East,1015,2,2700000
Naigaon East,540,1,2400000
Naigaon East,565,1,2350000
Naigaon East,540,1,4300000
Naigaon East,750,1,3200000
Naigaon East,585,1,2300000
Naigaon East,500,1,2300000
Naigaon East,500,1,3250000
Naigaon East,585,1,2500000
Naigaon East,453,1,2450000
Naigaon East,500,1,3000000
Naigaon East,605,1,4500000
Naigaon East,710,2,2800000
Naigaon East,510,1,2750000
Naigaon East,590,1,2650000
Naigaon East,560,1,2700000
Naigaon East,600,1,2200000
Naigaon East,500,1,3800000
Naigaon East,556,2,7900000
Kamothe,1065,2,6900000
Sector 17 Ulwe,850,2,4400000
Kamothe,610,1,5700000
Kamothe,670,1,4000000
Sector 17 Ulwe,600,2,6350000
Kamothe,900,2,4500000
Kamothe,610,2,6700000
Kamothe,980,2,4400000
Thakur complex,610,1,31000000
Khar West,900,2,2110000
Badlapur West,545,1,2077000
Badlapur West,620,1,10000000
Malad West,750,1,20500000
Kandivali West,908,2,8600000
Kandivali West,650,1,9300000
Malad West,750,1,12800000
Kandivali West,913,2,52500000
Borivali West,2700,5,8900000
Kandivali West,562,1,9800000
Malad West,750,1,6000000
Ulwe,745,1,3500000
Kharghar,635,1,4100000
Kharghar,600,1,7000000
Sector 11 Kharghar,900,2,8000000
Kharghar,852,2,4700000
Kharghar,690,1,5200000
Kharghar,600,1,7500000
Kharghar,1000,2,8750000
Kharghar,1205,2,5200000
Kharghar,560,1,7100000
Kharghar,1085,2,7300000
Kharghar,1000,2,13000000
Kharghar,1185,2,15500000
Kharghar,1435,3,15500000
Kharghar,1530,3,15000000
Kharghar,1730,3,4800000
Kharghar,560,1,12000000
Kharghar,1600,3,2600000
Kharghar,390,1,5300000
Kharghar,600,1,9500000
Kharghar,1075,2,7500000
Kharghar,1000,2,13500000
Kharghar,1300,3,12900000
Mira Road East,1235,2,9200000
Bhandup West,556,1,15500000
Vikhroli,913,2,2476000
Vasai east,540,1,13200000
Malad West,935,2,3700000
Ghansoli,400,1,6000000
Sector8 Sanpada,373,1,21500000
Jeejamata Nagar,1050,3,7500000
Shakti Nagar,650,2,4900000
Thane West,550,1,17000000
Jeejamata Nagar,815,2,8000000
Goregaon,340,1,11500000
Pandurangwadi,650,1,11700000
Shreyas Colony,550,1,7500000
Kannamwar Nagar II,550,1,7000000
Kannamwar Nagar II,400,1,8500000
gokuldham,450,1,11700000
Bangur Nagar,480,1,4400000
Shivaji Colony,305,1,11500000
Jawahar Nagar,441,2,8800000
Jawahar Nagar,500,1,9000000
Jawahar Nagar,350,1,8500000
Jawahar Nagar,380,1,28000000
Vedant Complex,800,3,2580000
Titwala,645,1,9350000
Kharghar,1195,2,4000000
Ulwe,600,1,14000000
Koparkhairane Station Road,1100,2,6500000
Dombivali,929,2,5000000
Dombivali,791,2,16000000
Malad East,1290,2,34000000
Mira Road East,1540,3,3700000
Naigaon East,925,1,4400000
Ulwe,670,1,8800000
Ulwe,1085,2,5200000
Ulwe,685,2,4000000
Ulwe,670,1,6200000
Ulwe,693,1,5000000
Ulwe,640,1,6500000
Ulwe,1690,3,6200000
Ulwe,1215,2,2750000
Ulwe,385,1,6500000
Ulwe,1120,2,8000000
Ulwe,1235,2,4950000
Ulwe,685,1,7500000
Ulwe,980,2,9000000
Ulwe,1100,2,6000000
Ulwe,758,1,4500000
Ulwe,689,1,4700000
Ulwe,648,1,7600000
Ulwe,1595,3,8000000
Ulwe,1250,2,5500000
Ulwe,840,2,2050000
Naigaon East,500,1,20000000
Goregaon West,1250,2,2476000
Vasai east,540,1,13200000
Malad West,935,2,8600000
Ulwe,1045,2,8000000
Ulwe,1350,2,5100000
Ulwe,1511,3,6500000
Ulwe,686,1,8500000
Ulwe,930,2,6200000
Ulwe,693,1,5000000
Ulwe,640,1,6500000
Ulwe,1690,3,6200000
